group_name,video_id,title,view_count,like_count,comment_count,positive_ratio,negative_ratio,neutral_ratio,published_at
희두_나연,0rr8Ke3fULY,희두&amp;나연 해명TIME⏰(Feat.극한투어),56205,0,9,0.2,0.4,0.4,2024-11-09T10:00:02Z
희두_나연,C4QtKm1mhwY,희친자 나연이와 다정두의 방콕 모먼트 #희두잇,55863,1112,13,0.8,0.0,0.2,2024-07-13T09:00:14Z
희두_나연,c9A2mi1yc00,사랑해서 혼내는 사랑해서 혼나기 싫은 - 환승연애2 희두 나연 사례 분석| 심리대화 LBC,55458,755,109,0.5,0.0,0.5,2022-10-05T09:15:02Z
희두_나연,2iXscNEMaKU,자존심에 가려진 진심 - 환승연애2 희두 나연 사례 분석| 심리대화 LBC,55166,595,97,0.2,0.4,0.4,2022-10-19T03:15:00Z
희두_나연,bvAdYtpmU3k,🔥중국판 희두 나연의 츤데레 모먼트🔥 #shorts,54491,523,15,0.0,0.8,0.2,2023-03-04T09:00:19Z
해은_규민,JzmYgvK_RNU,마음이 규민말고 현규로 향하는 해은,54385,833,5,1.0,0.0,0.0,2022-10-01T06:46:09Z
희두_나연,pktmJmeD1J4,[환승연애2] 나연의 최종 선택. 희두를 향한 직진.,52413,0,15,1.0,0.0,0.0,2022-10-30T07:12:05Z
희두_나연,ryMizoXusaQ,&#39;7년차 커플&#39; 희두♥나연의 설렘 모먼트｜극한투어｜JTBC 240929 방송,51587,287,53,0.25,0.75,0.0,2024-10-04T06:07:16Z
해은_규민,qgAgoEbxkbg,환승연애2 해은 규민 현커라고? 난리난 상황 나연 희두 현커 블라인드 목격담,50645,62,8,0.0,1.0,0.0,2022-10-05T12:26:39Z
해은_규민,4S83hdFXQ9A,#shorts #환승연애2 환승연애2 규민 해은 어깨춤,50421,600,12,0.75,0.0,0.25,2022-09-18T08:38:32Z
해은_규민,1UaJQzeCVfU,[환승연애2 18화] 해은이랑 태이랑... 뭐가 됐든 저는 규민이만 아니면 다 찬성 (핑크공주 해은쓰),47972,697,45,1.0,0.0,0.0,2022-10-15T17:41:56Z
희두_나연,yeZbq9iYHQk,"[#슈퍼맨이돌아왔다]  당신의 X는 당신을...💔 희두-은우-나연 환승육아, 이 이야기의 결말은?｜KBS 240825 방송",47465,605,25,0.75,0.25,0.0,2024-08-26T12:30:48Z
희두_나연,ux7jgvC019o,"어긋난 타이밍, 전달받지 않고싶은 진심 - 환승연애2 희두 나연 사례 분석 | 심리대화 LBC",46614,565,89,0.4,0.4,0.2,2022-10-19T10:15:05Z
해은_규민,DeFPx6A-kTc,환승연애 규민해은 눈물데이트┃𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭,44527,456,33,0.5,0.25,0.25,2022-10-21T17:55:33Z
희두_나연,5uSb8D5DfK0,나연🧡희두 최근 달달한 모먼트,43303,582,4,0.67,0.0,0.33,2023-02-01T01:30:14Z
희두_나연,EG-4yWGIsCk,"[환승연애2] 환연 출연진들 인터뷰 근황, 희두 나연 결혼반지 등장? 규민 신상 털린 상황 ㄷㄷ",42856,147,7,0.5,0.25,0.25,2022-11-02T17:04:18Z
해은_규민,G9KinBiIF4I,환승연애2 해은 현규에 문자 발송 규민 엑스 데이트후 눈물.원빈 지인제보 속출  EXchange2,42309,146,10,0.75,0.25,0.0,2022-10-16T11:04:29Z
