group_name,video_id,title,view_count,like_count,comment_count,positive_ratio,negative_ratio,neutral_ratio,published_at
희두_나연,B198XiZY5Qw,＂썰리는 거 아니지…?💦＂ 세계에서 제일 위험한 칼 마사지로 희두 참교육하는 나연ㅋㅋ｜극한투어｜JTBC 240929 방송,38875,142,9,0.0,0.8,0.2,2024-09-29T15:18:16Z
해은_규민,nXYWclr-auk,환승연애2 해은 웨딩촬영 충격 현규 해은 규민 최종선택 스포유출 촬영장 목격담. 남출 지목 데이트 스포유출. 현규는 알고 있었다 17화에 드러난 최종선택,37599,106,14,0.75,0.0,0.25,2022-10-06T12:03:13Z
해은_규민,_hJxeImla04,[환승연애2 해은] 규민과 대화하고 난 후에 깨달은 해은,37584,249,3,1.0,0.0,0.0,2022-10-21T17:05:15Z
해은_규민,VwIv02Iy2YU,"환승연애2 희두 나연 현커 증거, 현규 해은 규민 현커 지인 폭로.",35391,65,11,0.2,0.4,0.4,2022-10-03T13:59:59Z
해은_규민,yXG_9dnOPD8,💌환승연애2 15화 해은❤규민 커플 공개  #환승연애2 #쇼츠 #shorts,33950,316,11,0.2,0.8,0.0,2022-09-23T12:21:41Z
해은_규민,_o9ZLjBHDvk,"[환승연애2] “배고파”, “나도갈래” 이말이 너무 마음아프게 들린다.. #환승연애2 #규민 #해은 #환승연애",31651,239,12,0.0,0.8,0.2,2022-09-02T09:54:32Z
해은_규민,Cm5LBhBvm1o,환승연애2 해은 규민 티격태격,28294,408,4,0.5,0.25,0.25,2022-10-21T12:44:12Z
해은_규민,h0gw_BAnSXU,환승연애2 달리기만 해도 그냥 좋았었던 해은 규민,28264,127,4,0.5,0.5,0.0,2022-09-28T21:53:56Z
해은_규민,KVz6LjdQKnc,나 만나서 흔들리긴 했어? #환승연애2 #해은 #규민,28249,272,5,0.25,0.5,0.25,2022-10-28T15:54:36Z
해은_규민,u5x1hCbsn_A,환승연애2 해은규민 6년 장기연애💙 &quot;유머코드도 여행코드도 소용없었다&quot; 6년의 끝,27521,107,2,0.0,1.0,0.0,2025-12-17T14:54:35Z
해은_규민,165S8UGksMA,해은이를 만나기엔 키가 작은 규민이..ㅋㅋㅋㅋㅋㅋㅋㅋㅋ #shorts #환승연애2,27181,187,5,0.0,0.8,0.2,2022-10-21T09:43:48Z
해은_규민,GNVAZz-DLYM,"환승연애 2 너무나도 투명한 해은에 비해 어려운 규민의 감정선, 진심은 무엇? 규민 해은 헤어진 이유",26462,138,48,0.25,0.75,0.0,2022-10-12T17:02:20Z
해은_규민,yGf7VfG7zKc,[환승연애2] 해은 규민,22684,268,6,0.5,0.5,0.0,2022-10-28T15:15:18Z
해은_규민,NYyJp26GRZk,나의 첫사랑 | 환승연애2 해은규민 마지막인사,22335,132,6,0.25,0.5,0.25,2022-11-04T05:16:29Z
해은_규민,bgQPEv7I6Dg,[환승연애2] 현규랑 잘되는 꼴은 절대 못보는 규민 #환승연애2 #해은 #규민,21314,278,2,0.33,0.67,0.0,2022-10-07T12:58:11Z
해은_규민,NeAp3YghekI,환승연애 2 도파민 폭발 장면 해은 X 규민 연애기간 #youtube #shorts #youtubeshorts #환승연애 #love,20813,29,2,0.0,1.0,0.0,2025-10-04T06:42:28Z
해은_규민,jf5w1A7510s,환승연애2 / 해은의 마음으로 규민 인스타 구경,20252,0,3,0.0,0.0,1.0,2022-10-15T06:34:54Z
해은_규민,TViALpji1h0,[환승연애2] 해은은 이미 규민의 감정선을 알고 있었다/제작진들이 초반 규민을 악역으로 만든 이유,20128,51,47,0.25,0.75,0.0,2022-10-26T20:49:56Z
해은_규민,f6jdmh77Zb8,[환승연애2] 해은 규민 현규: 삼자대면,19537,0,7,0.75,0.25,0.0,2022-10-28T16:59:12Z
해은_규민,gL6G1LTQXU8,환승연애2 리뷰 2편 #환승연애#커플리뷰#해은#규민#현규#나언,18410,74,1,1.0,0.0,0.0,2022-10-04T15:35:14Z
해은_규민,GBdFS0msRE4,환승연애2 잘 가... 가지마... 해은 규민,18296,175,12,0.6,0.2,0.2,2022-10-28T15:42:59Z
해은_규민,MNDmcD0J2vc,[환승연애2] 해은 규민: 왜 그랬을까,18284,121,3,0.5,0.5,0.0,2022-10-28T15:26:32Z
해은_규민,y_uSkeKX9aM,환승연애2 해은규민 6년 첫사랑💙회상 모먼트 &quot;이게 사랑이었구나&quot;ㅣ전설의 시작,18062,164,3,0.5,0.5,0.0,2025-12-16T15:34:25Z
해은_규민,hgVEQ5osGrk,"환승연애2 새로운 스포! 해은, 규민은 최커, 현커일까?",17807,53,7,0.75,0.25,0.0,2022-10-03T04:22:21Z
해은_규민,1O8O7k8Br2Q,"[환승연애2 19화] 해은 규민 갑자기 끝나버린 X 데이트, 흑돼지 오마카세 홍보대사",16476,101,12,0.5,0.25,0.25,2022-10-22T11:16:12Z
해은_규민,04gmnAIDlyw,"이별의 순간, 자존감과 해방감 사이 - 환승연애2 해은 규민 사례분석 | 심리대화 LBC",16042,225,29,0.8,0.2,0.0,2023-02-07T12:15:00Z
해은_규민,6xpa3qesBb4,환승연애2 마지막화 해은 규민 현규 리액션 (눈물) 3분안에 모든 감정 다 들어있음,15647,149,9,0.8,0.2,0.0,2022-10-28T22:45:43Z
해은_규민,eyRuV6zpjjg,[환승연애2] 해은 규민,14040,0,1,1.0,0.0,0.0,2022-10-28T17:40:58Z
해은_규민,t7xhNT5FCZ8,드라마보다 더 슬픈 해은 규민 서사 다시보기..영상출처 : 환승연애2음악출처 : 서승연 - 밤하늘 별들을 바라보며 #이별 #이별글귀 #환승연애 #환승이별 #후회,13957,54,1,1.0,0.0,0.0,2025-04-08T10:14:51Z
해은_규민,q3zxtEw4db4,"[환승연애2 20화 리뷰] 해은과 규민의 이별에서 드러나는 둘의 성향, 규민 악플러 강경대응?",12144,49,45,0.0,1.0,0.0,2022-10-31T20:24:14Z
해은_규민,kOciO6AA00U,𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 나의 20대는 다 너였어 | 환승연애2 해은 규민,10342,69,2,1.0,0.0,0.0,2022-10-30T07:28:24Z
해은_규민,QtpI7d5Dzeo,[환승연애2] 너 진짜 너무한다..... #shorts #환승연애2 #해은 #규민,9791,120,9,0.8,0.0,0.2,2022-10-20T12:30:10Z
해은_규민,n_t29ghz_J4,[환승연애2 19화]  해은 규민의 티키타카,9741,105,8,0.8,0.0,0.2,2022-10-22T14:09:01Z
해은_규민,99xxP8Pk6-w,짱구의 충격적인 비밀 #짱구 #짱구성대모사 #해은 #규민 #철수 ##철수성대모사 #성우 #언더성우 #여자성우 #성대모사  #환승연애 #환승연애2 #환승연애3 #shorts,8917,92,9,0.75,0.0,0.25,2023-07-18T15:00:11Z
해은_규민,5dvhxPkIDlI,릴러말즈 (Leellamarz) - &#39;Ex&#39; MV | 환승연애2 해은 &amp; 규민,8496,76,7,0.75,0.25,0.0,2022-10-25T12:52:54Z
해은_규민,2c4oUNV38bE,[환승연애2 해은X규민] 검정치마- 나랑 아니면,8072,42,4,1.0,0.0,0.0,2022-10-23T13:47:01Z
해은_규민,_pCZSZ4nBJU,환승연애2 해은이 눈물의 진실😢 규민-나연 데이트 중 혼자 남겨져 거울 보며 오열한 이유💔 #환승연애2 #해은 #규민나연,7512,36,1,0.0,1.0,0.0,2025-12-19T05:54:43Z
해은_규민,nOhTPnSVTfQ,규민이 해은을 환승연애2 에 초대한 진짜 이유 폭로…해은-규민 결별 이유 루머…네티즌 격분,6921,13,10,0.0,0.75,0.25,2022-10-12T02:36:38Z
해은_규민,P6ANfhwz8bA,[환승 연애 2] 19화 규민이 극딜 박는 해은 | 해은이가 달라졌어요 #환승연애2  #해은  #규민 #규민해은,6836,83,4,0.75,0.0,0.25,2022-10-21T07:33:03Z
해은_규민,gb9-E4a6j8U,시간을 넘어서 (환승연애2 해은 x 규민),6362,29,1,0.0,1.0,0.0,2022-10-30T23:20:21Z
